Experiment	bias spectroscopy	
Date	26.08.2016 14:49:02	
User		
X (m)	59.9268E-9	
Y (m)	127.448E-9	
Z (m)	-81.4586E-9	
Z offset (m)	0E+0	
Settling time (s)	10E-3	
Integration time (s)	15E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	LIX 1 omega (A)	Current [bwd] (A)	LIX 1 omega [bwd] (A)
-330.000E-3	-652.966E-12	7.65043E-12	-653.990E-12	7.62078E-12
-328.000E-3	-650.262E-12	7.26217E-12	-651.168E-12	7.37724E-12
-326.000E-3	-646.876E-12	7.17568E-12	-647.929E-12	7.21091E-12
-324.000E-3	-644.082E-12	6.85651E-12	-645.012E-12	7.04256E-12
-322.000E-3	-640.875E-12	6.75828E-12	-642.275E-12	6.77420E-12
-320.000E-3	-638.178E-12	6.63984E-12	-639.610E-12	6.83726E-12
-318.000E-3	-635.003E-12	6.58041E-12	-636.773E-12	6.71004E-12
-316.000E-3	-632.233E-12	6.71416E-12	-634.238E-12	6.62665E-12
-314.000E-3	-629.302E-12	6.64819E-12	-631.530E-12	6.60345E-12
-312.000E-3	-626.474E-12	6.75529E-12	-628.467E-12	6.61317E-12
-310.000E-3	-623.867E-12	6.66955E-12	-625.810E-12	6.73174E-12
-308.000E-3	-620.739E-12	6.65928E-12	-622.720E-12	6.70470E-12
-306.000E-3	-618.174E-12	6.64338E-12	-619.763E-12	6.71394E-12
-304.000E-3	-614.830E-12	6.65429E-12	-616.565E-12	6.58985E-12
-302.000E-3	-612.563E-12	6.56782E-12	-613.819E-12	6.67375E-12
-300.000E-3	-609.062E-12	6.60975E-12	-611.065E-12	6.60355E-12
-298.000E-3	-606.943E-12	6.59545E-12	-608.125E-12	6.68168E-12
-296.000E-3	-603.879E-12	6.66764E-12	-605.478E-12	6.55830E-12
-294.000E-3	-601.588E-12	6.54900E-12	-602.585E-12	6.65698E-12
-292.000E-3	-598.255E-12	6.67017E-12	-599.960E-12	6.69761E-12
-290.000E-3	-595.632E-12	6.72644E-12	-596.832E-12	6.74906E-12
-288.000E-3	-592.530E-12	6.75014E-12	-593.997E-12	6.82391E-12
-286.000E-3	-589.949E-12	6.86700E-12	-590.683E-12	6.80860E-12
-284.000E-3	-586.804E-12	6.99880E-12	-587.884E-12	6.96813E-12
-282.000E-3	-583.900E-12	7.05677E-12	-584.984E-12	7.09852E-12
-280.000E-3	-580.726E-12	7.23934E-12	-581.769E-12	7.24077E-12
-278.000E-3	-577.585E-12	7.57960E-12	-578.681E-12	7.63132E-12
-276.000E-3	-574.419E-12	7.64768E-12	-575.727E-12	7.79432E-12
-274.000E-3	-571.206E-12	8.03720E-12	-572.288E-12	8.09059E-12
-272.000E-3	-567.534E-12	8.35616E-12	-568.929E-12	8.40000E-12
-270.000E-3	-563.833E-12	8.84053E-12	-565.226E-12	8.87722E-12
-268.000E-3	-559.558E-12	9.46927E-12	-561.420E-12	9.41468E-12
-266.000E-3	-555.477E-12	10.0787E-12	-557.333E-12	10.1999E-12
-264.000E-3	-551.081E-12	10.9540E-12	-552.615E-12	10.9269E-12
-262.000E-3	-546.356E-12	11.7620E-12	-548.166E-12	11.8060E-12
-260.000E-3	-540.747E-12	12.6515E-12	-542.660E-12	12.8008E-12
-258.000E-3	-535.290E-12	13.6528E-12	-537.278E-12	13.7968E-12
-256.000E-3	-529.142E-12	14.6971E-12	-530.609E-12	14.8881E-12
-254.000E-3	-522.827E-12	15.9338E-12	-524.207E-12	15.8854E-12
-252.000E-3	-515.781E-12	16.7636E-12	-516.631E-12	16.8501E-12
-250.000E-3	-508.782E-12	17.6716E-12	-509.856E-12	17.7742E-12
-248.000E-3	-500.959E-12	18.4926E-12	-501.425E-12	18.4143E-12
-246.000E-3	-493.243E-12	18.8781E-12	-494.454E-12	18.9952E-12
-244.000E-3	-485.111E-12	19.2173E-12	-486.065E-12	19.2854E-12
-242.000E-3	-477.552E-12	19.2341E-12	-478.683E-12	19.3407E-12
-240.000E-3	-469.741E-12	18.8564E-12	-470.314E-12	18.8106E-12
-238.000E-3	-462.269E-12	18.0893E-12	-463.025E-12	18.1801E-12
-236.000E-3	-454.659E-12	17.1304E-12	-455.251E-12	17.0990E-12
-234.000E-3	-447.779E-12	16.0814E-12	-448.507E-12	16.0178E-12
-232.000E-3	-441.292E-12	14.8924E-12	-441.753E-12	14.9730E-12
-230.000E-3	-434.974E-12	13.7954E-12	-435.926E-12	13.9904E-12
-228.000E-3	-429.210E-12	12.8183E-12	-430.069E-12	12.8831E-12
-226.000E-3	-423.826E-12	11.8604E-12	-425.074E-12	11.8907E-12
-224.000E-3	-419.156E-12	11.0299E-12	-420.081E-12	11.0918E-12
-222.000E-3	-414.314E-12	10.2863E-12	-415.691E-12	10.3273E-12
-220.000E-3	-410.146E-12	9.57276E-12	-411.025E-12	9.54662E-12
-218.000E-3	-405.796E-12	9.04458E-12	-407.284E-12	9.04927E-12
-216.000E-3	-402.242E-12	8.44725E-12	-403.156E-12	8.60574E-12
-214.000E-3	-398.511E-12	8.14676E-12	-399.894E-12	8.24433E-12
-212.000E-3	-395.159E-12	7.74215E-12	-396.236E-12	7.82917E-12
-210.000E-3	-391.874E-12	7.50809E-12	-393.229E-12	7.50174E-12
-208.000E-3	-389.036E-12	7.22191E-12	-389.778E-12	7.28392E-12
-206.000E-3	-386.155E-12	7.07842E-12	-386.922E-12	7.12872E-12
-204.000E-3	-383.033E-12	6.96199E-12	-383.579E-12	7.03442E-12
-202.000E-3	-380.260E-12	7.09192E-12	-380.831E-12	7.09197E-12
-200.000E-3	-377.029E-12	7.03587E-12	-377.232E-12	7.05945E-12
-198.000E-3	-374.207E-12	7.11162E-12	-374.427E-12	7.20001E-12
-196.000E-3	-370.681E-12	7.31125E-12	-371.224E-12	7.28639E-12
-194.000E-3	-367.777E-12	7.44681E-12	-368.333E-12	7.35578E-12
-192.000E-3	-364.491E-12	7.36104E-12	-365.220E-12	7.54939E-12
-190.000E-3	-361.721E-12	7.55565E-12	-362.421E-12	7.54305E-12
-188.000E-3	-358.117E-12	7.52699E-12	-358.955E-12	7.55922E-12
-186.000E-3	-355.201E-12	7.52659E-12	-355.970E-12	7.67276E-12
-184.000E-3	-351.539E-12	7.62965E-12	-352.464E-12	7.74310E-12
-182.000E-3	-348.612E-12	7.72354E-12	-349.452E-12	7.75756E-12
-180.000E-3	-344.950E-12	7.77803E-12	-345.769E-12	7.80049E-12
-178.000E-3	-341.643E-12	7.77186E-12	-342.605E-12	7.83188E-12
-176.000E-3	-338.205E-12	7.93205E-12	-339.015E-12	7.84476E-12
-174.000E-3	-334.904E-12	7.97666E-12	-335.909E-12	7.88481E-12
-172.000E-3	-331.635E-12	7.91367E-12	-332.371E-12	7.92528E-12
-170.000E-3	-328.232E-12	7.98798E-12	-329.218E-12	7.89380E-12
-168.000E-3	-325.100E-12	7.88752E-12	-325.597E-12	7.84027E-12
-166.000E-3	-321.598E-12	7.61689E-12	-322.431E-12	7.65304E-12
-164.000E-3	-318.482E-12	7.53504E-12	-318.893E-12	7.46072E-12
-162.000E-3	-315.271E-12	7.31827E-12	-315.952E-12	7.33417E-12
-160.000E-3	-312.269E-12	7.11198E-12	-312.931E-12	7.08633E-12
-158.000E-3	-309.181E-12	6.85911E-12	-310.155E-12	7.01386E-12
-156.000E-3	-306.636E-12	6.77558E-12	-307.076E-12	6.85592E-12
-154.000E-3	-303.561E-12	6.57218E-12	-304.435E-12	6.70509E-12
-152.000E-3	-301.108E-12	6.48062E-12	-301.454E-12	6.57965E-12
-150.000E-3	-298.214E-12	6.47405E-12	-298.877E-12	6.43110E-12
-148.000E-3	-295.751E-12	6.27570E-12	-295.909E-12	6.21007E-12
-146.000E-3	-292.813E-12	6.18807E-12	-293.375E-12	6.21486E-12
-144.000E-3	-290.209E-12	6.14253E-12	-290.565E-12	6.11583E-12
-142.000E-3	-287.362E-12	6.22738E-12	-288.042E-12	6.14938E-12
-140.000E-3	-284.702E-12	6.16415E-12	-285.222E-12	6.19885E-12
-138.000E-3	-281.962E-12	6.21307E-12	-282.714E-12	6.25585E-12
-136.000E-3	-279.255E-12	6.23279E-12	-280.032E-12	6.30411E-12
-134.000E-3	-276.591E-12	6.19874E-12	-277.395E-12	6.27202E-12
-132.000E-3	-273.824E-12	6.34570E-12	-274.422E-12	6.35823E-12
-130.000E-3	-271.181E-12	6.31618E-12	-271.619E-12	6.39409E-12
-128.000E-3	-268.351E-12	6.43241E-12	-268.913E-12	6.50125E-12
-126.000E-3	-265.776E-12	6.49042E-12	-266.336E-12	6.60152E-12
-124.000E-3	-262.822E-12	6.57814E-12	-263.361E-12	6.59827E-12
-122.000E-3	-260.185E-12	6.66996E-12	-260.715E-12	6.81270E-12
-120.000E-3	-257.362E-12	6.89026E-12	-257.993E-12	6.85427E-12
-118.000E-3	-254.452E-12	7.02542E-12	-254.943E-12	6.89894E-12
-116.000E-3	-251.453E-12	7.18938E-12	-252.022E-12	7.10515E-12
-114.000E-3	-248.455E-12	7.32286E-12	-248.899E-12	7.35271E-12
-112.000E-3	-245.401E-12	7.52205E-12	-245.823E-12	7.53649E-12
-110.000E-3	-241.951E-12	7.80415E-12	-242.393E-12	7.78260E-12
-108.000E-3	-238.616E-12	8.13180E-12	-239.018E-12	8.18667E-12
-106.000E-3	-234.946E-12	8.48149E-12	-235.390E-12	8.48973E-12
-104.000E-3	-231.384E-12	8.88354E-12	-231.739E-12	8.85721E-12
-102.000E-3	-227.273E-12	9.29645E-12	-227.724E-12	9.38511E-12
-100.000E-3	-223.363E-12	9.88192E-12	-223.702E-12	9.87699E-12
-98.0000E-3	-218.841E-12	10.3238E-12	-219.298E-12	10.3555E-12
-96.0000E-3	-214.422E-12	10.9279E-12	-214.814E-12	10.9346E-12
-94.0000E-3	-209.303E-12	11.5648E-12	-209.838E-12	11.6592E-12
-92.0000E-3	-204.536E-12	12.4287E-12	-204.775E-12	12.3024E-12
-90.0000E-3	-198.932E-12	13.1184E-12	-199.232E-12	13.1417E-12
-88.0000E-3	-193.302E-12	14.0018E-12	-193.617E-12	14.1041E-12
-86.0000E-3	-187.074E-12	14.8679E-12	-187.539E-12	14.7555E-12
-84.0000E-3	-180.908E-12	15.5566E-12	-181.193E-12	15.5795E-12
-82.0000E-3	-174.242E-12	16.1510E-12	-174.512E-12	16.1937E-12
-80.0000E-3	-167.432E-12	16.6540E-12	-167.677E-12	16.6859E-12
-78.0000E-3	-160.277E-12	16.9629E-12	-160.564E-12	17.0817E-12
-76.0000E-3	-153.172E-12	17.2702E-12	-153.292E-12	17.2699E-12
-74.0000E-3	-145.785E-12	17.3521E-12	-146.029E-12	17.4394E-12
-72.0000E-3	-138.655E-12	17.2730E-12	-138.739E-12	17.3385E-12
-70.0000E-3	-131.369E-12	17.0194E-12	-131.540E-12	17.0285E-12
-68.0000E-3	-124.379E-12	16.5487E-12	-124.530E-12	16.5462E-12
-66.0000E-3	-117.481E-12	15.8915E-12	-117.654E-12	15.9159E-12
-64.0000E-3	-111.058E-12	15.2061E-12	-111.150E-12	15.2371E-12
-62.0000E-3	-104.603E-12	14.4641E-12	-104.852E-12	14.4353E-12
-60.0000E-3	-98.6921E-12	13.6833E-12	-98.9416E-12	13.7348E-12
-58.0000E-3	-92.8749E-12	12.9630E-12	-93.0848E-12	13.0080E-12
-56.0000E-3	-87.6047E-12	12.3466E-12	-87.7256E-12	12.3554E-12
-54.0000E-3	-82.4380E-12	11.7065E-12	-82.5718E-12	11.7226E-12
-52.0000E-3	-77.6788E-12	11.1299E-12	-77.7070E-12	11.1332E-12
-50.0000E-3	-72.9505E-12	10.6534E-12	-73.0354E-12	10.5425E-12
-48.0000E-3	-68.6224E-12	10.0441E-12	-68.6995E-12	10.0630E-12
-46.0000E-3	-64.3454E-12	9.61336E-12	-64.4665E-12	9.68620E-12
-44.0000E-3	-60.4412E-12	9.23060E-12	-60.5101E-12	9.22353E-12
-42.0000E-3	-56.4898E-12	8.81771E-12	-56.6136E-12	8.83809E-12
-40.0000E-3	-52.9003E-12	8.46866E-12	-52.9661E-12	8.49684E-12
-38.0000E-3	-49.3066E-12	8.12135E-12	-49.3965E-12	8.08952E-12
-36.0000E-3	-46.0038E-12	7.81074E-12	-46.0525E-12	7.80407E-12
-34.0000E-3	-42.7032E-12	7.53316E-12	-42.7063E-12	7.56001E-12
-32.0000E-3	-39.5523E-12	7.34318E-12	-39.5383E-12	7.35480E-12
-30.0000E-3	-36.3785E-12	7.28510E-12	-36.4314E-12	7.27990E-12
-28.0000E-3	-33.3130E-12	7.17665E-12	-33.4133E-12	7.14264E-12
-26.0000E-3	-30.3322E-12	7.08604E-12	-30.4005E-12	7.13872E-12
-24.0000E-3	-27.3400E-12	6.99267E-12	-27.3852E-12	7.01150E-12
-22.0000E-3	-24.4549E-12	6.86927E-12	-24.3902E-12	6.91885E-12
-20.0000E-3	-21.4544E-12	6.69611E-12	-21.4657E-12	6.70509E-12
-18.0000E-3	-18.6080E-12	6.66296E-12	-18.6093E-12	6.64700E-12
-16.0000E-3	-15.7994E-12	6.47639E-12	-15.8395E-12	6.45636E-12
-14.0000E-3	-13.0376E-12	6.41727E-12	-13.0533E-12	6.40510E-12
-12.0000E-3	-10.3627E-12	6.32788E-12	-10.3209E-12	6.33238E-12
-10.0000E-3	-7.65759E-12	6.30058E-12	-7.57563E-12	6.33310E-12
-8.00000E-3	-4.90796E-12	6.28326E-12	-4.89376E-12	6.29410E-12
-6.00000E-3	-2.22469E-12	6.29895E-12	-2.18690E-12	6.34067E-12
-4.00000E-3	549.530E-15	6.38456E-12	505.056E-15	6.42932E-12
-2.00000E-3	3.23562E-12	6.42174E-12	3.21261E-12	6.51744E-12
0.00000E+0	6.02668E-12	6.61258E-12	6.04856E-12	6.64133E-12
2.00000E-3	8.88174E-12	6.79433E-12	8.92082E-12	6.80985E-12
4.00000E-3	11.8886E-12	7.00068E-12	11.8922E-12	6.99881E-12
6.00000E-3	14.9323E-12	7.36604E-12	14.9769E-12	7.31069E-12
8.00000E-3	18.1429E-12	7.52315E-12	18.1817E-12	7.67282E-12
10.0000E-3	21.4044E-12	7.84311E-12	21.4846E-12	7.85394E-12
12.0000E-3	24.8126E-12	8.12702E-12	24.8270E-12	8.13733E-12
14.0000E-3	28.2711E-12	8.28581E-12	28.3718E-12	8.31019E-12
16.0000E-3	31.8694E-12	8.45965E-12	31.8735E-12	8.46637E-12
18.0000E-3	35.5076E-12	8.53720E-12	35.5957E-12	8.64144E-12
20.0000E-3	39.1038E-12	8.72244E-12	39.1386E-12	8.71959E-12
22.0000E-3	42.7572E-12	8.73764E-12	42.8549E-12	8.75046E-12
24.0000E-3	46.4451E-12	8.65463E-12	46.4362E-12	8.66804E-12
26.0000E-3	50.0938E-12	8.57294E-12	50.1858E-12	8.60654E-12
28.0000E-3	53.7337E-12	8.52846E-12	53.8319E-12	8.58705E-12
30.0000E-3	57.3588E-12	8.48270E-12	57.5022E-12	8.43673E-12
32.0000E-3	60.8845E-12	8.38723E-12	61.0253E-12	8.42535E-12
34.0000E-3	64.4375E-12	8.24125E-12	64.5169E-12	8.22642E-12
36.0000E-3	68.0026E-12	8.10703E-12	68.0593E-12	8.13852E-12
38.0000E-3	71.3241E-12	7.98909E-12	71.4561E-12	7.98794E-12
40.0000E-3	74.8100E-12	7.84964E-12	74.8102E-12	7.84862E-12
42.0000E-3	78.0031E-12	7.73895E-12	78.1855E-12	7.69318E-12
44.0000E-3	81.3858E-12	7.59574E-12	81.4325E-12	7.50707E-12
46.0000E-3	84.4172E-12	7.50924E-12	84.6650E-12	7.38682E-12
48.0000E-3	87.6885E-12	7.20444E-12	87.7241E-12	7.22613E-12
50.0000E-3	90.6241E-12	7.11873E-12	90.7631E-12	7.04850E-12
52.0000E-3	93.7277E-12	6.95475E-12	93.7444E-12	6.89311E-12
54.0000E-3	96.6259E-12	6.74417E-12	96.7483E-12	6.80203E-12
56.0000E-3	99.6557E-12	6.76431E-12	99.5749E-12	6.79322E-12
58.0000E-3	102.465E-12	6.77989E-12	102.510E-12	6.78727E-12
60.0000E-3	105.295E-12	6.74267E-12	105.350E-12	6.76677E-12
62.0000E-3	108.181E-12	6.73639E-12	108.255E-12	6.71630E-12
64.0000E-3	110.957E-12	6.71518E-12	111.133E-12	6.71862E-12
66.0000E-3	113.808E-12	6.69119E-12	114.006E-12	6.72647E-12
68.0000E-3	116.519E-12	6.66033E-12	116.756E-12	6.63770E-12
70.0000E-3	119.368E-12	6.62894E-12	119.544E-12	6.55430E-12
72.0000E-3	122.094E-12	6.63749E-12	122.395E-12	6.60241E-12
74.0000E-3	125.030E-12	6.54860E-12	125.220E-12	6.58958E-12
76.0000E-3	127.759E-12	6.59257E-12	127.873E-12	6.59115E-12
78.0000E-3	130.675E-12	6.65351E-12	130.755E-12	6.63072E-12
80.0000E-3	133.448E-12	6.57603E-12	133.561E-12	6.62025E-12
82.0000E-3	136.420E-12	6.70765E-12	136.522E-12	6.75549E-12
84.0000E-3	139.277E-12	6.80714E-12	139.351E-12	6.75169E-12
86.0000E-3	142.304E-12	6.84048E-12	142.369E-12	6.80813E-12
88.0000E-3	145.119E-12	6.95547E-12	145.218E-12	6.92905E-12
90.0000E-3	148.259E-12	7.10674E-12	148.362E-12	7.09400E-12
92.0000E-3	151.196E-12	7.27914E-12	151.361E-12	7.24076E-12
94.0000E-3	154.560E-12	7.48899E-12	154.548E-12	7.45663E-12
96.0000E-3	157.653E-12	7.70200E-12	157.718E-12	7.69699E-12
98.0000E-3	161.122E-12	8.01336E-12	161.125E-12	7.99103E-12
100.000E-3	164.341E-12	8.15511E-12	164.507E-12	8.18557E-12
102.000E-3	168.058E-12	8.40433E-12	168.071E-12	8.48921E-12
104.000E-3	171.536E-12	8.72591E-12	171.730E-12	8.70030E-12
106.000E-3	175.268E-12	9.03181E-12	175.483E-12	8.98313E-12
108.000E-3	179.112E-12	9.31096E-12	179.290E-12	9.33118E-12
110.000E-3	183.084E-12	9.57449E-12	183.374E-12	9.67895E-12
112.000E-3	187.163E-12	9.92793E-12	187.439E-12	9.88642E-12
114.000E-3	191.520E-12	10.2147E-12	191.828E-12	10.2353E-12
116.000E-3	195.819E-12	10.5569E-12	196.080E-12	10.5920E-12
118.000E-3	200.420E-12	10.8516E-12	200.778E-12	10.9180E-12
120.000E-3	205.036E-12	11.1978E-12	205.376E-12	11.1709E-12
122.000E-3	209.991E-12	11.4144E-12	210.243E-12	11.4554E-12
124.000E-3	214.726E-12	11.6344E-12	214.940E-12	11.6503E-12
126.000E-3	219.995E-12	11.8692E-12	220.037E-12	11.8744E-12
128.000E-3	224.986E-12	12.1715E-12	225.050E-12	12.0945E-12
130.000E-3	230.442E-12	12.5190E-12	230.327E-12	12.4469E-12
132.000E-3	235.385E-12	12.5312E-12	235.463E-12	12.5952E-12
134.000E-3	241.000E-12	12.6324E-12	241.102E-12	12.6860E-12
136.000E-3	246.126E-12	12.5924E-12	246.472E-12	12.6486E-12
138.000E-3	251.482E-12	12.5598E-12	251.900E-12	12.4901E-12
140.000E-3	256.532E-12	12.4050E-12	256.952E-12	12.3872E-12
142.000E-3	261.800E-12	12.2221E-12	262.353E-12	12.2153E-12
144.000E-3	266.793E-12	11.8725E-12	267.243E-12	11.9172E-12
146.000E-3	271.806E-12	11.5799E-12	272.390E-12	11.5719E-12
148.000E-3	276.648E-12	11.3561E-12	276.851E-12	11.3565E-12
150.000E-3	281.476E-12	11.0553E-12	281.931E-12	11.1387E-12
152.000E-3	286.041E-12	10.7386E-12	286.225E-12	10.8113E-12
154.000E-3	290.554E-12	10.4815E-12	291.136E-12	10.6045E-12
156.000E-3	294.869E-12	10.3206E-12	295.181E-12	10.4453E-12
158.000E-3	299.279E-12	10.1744E-12	299.788E-12	10.0912E-12
160.000E-3	303.570E-12	9.89598E-12	303.551E-12	9.97551E-12
162.000E-3	307.801E-12	9.75027E-12	307.823E-12	9.71139E-12
164.000E-3	311.926E-12	9.63651E-12	311.965E-12	9.58304E-12
166.000E-3	315.958E-12	9.43959E-12	316.082E-12	9.39992E-12
168.000E-3	319.921E-12	9.19815E-12	320.120E-12	9.15854E-12
170.000E-3	323.731E-12	9.11217E-12	324.100E-12	9.10385E-12
172.000E-3	327.553E-12	8.92039E-12	328.081E-12	9.02544E-12
174.000E-3	331.393E-12	8.74581E-12	331.816E-12	8.81518E-12
176.000E-3	334.963E-12	8.64872E-12	335.675E-12	8.70824E-12
