Experiment	bias spectroscopy	
Date	26.08.2016 14:33:05	
User		
X (m)	59.9268E-9	
Y (m)	127.448E-9	
Z (m)	-81.4676E-9	
Z offset (m)	0E+0	
Settling time (s)	10E-3	
Integration time (s)	15E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	LIX 1 omega (A)	Current [bwd] (A)	LIX 1 omega [bwd] (A)
140.000E-3	256.737E-12	12.3460E-12	257.482E-12	12.3426E-12
142.000E-3	262.030E-12	12.1536E-12	262.796E-12	12.1829E-12
144.000E-3	267.080E-12	11.9109E-12	267.909E-12	11.9124E-12
146.000E-3	272.112E-12	11.5489E-12	272.991E-12	11.5934E-12
148.000E-3	277.239E-12	11.3162E-12	277.774E-12	11.3025E-12
150.000E-3	281.897E-12	10.9771E-12	282.621E-12	10.9820E-12
152.000E-3	286.616E-12	10.7961E-12	287.083E-12	10.8197E-12
154.000E-3	291.162E-12	10.5232E-12	291.591E-12	10.6203E-12
156.000E-3	295.580E-12	10.3360E-12	295.638E-12	10.2741E-12
158.000E-3	299.994E-12	10.1581E-12	299.969E-12	10.0774E-12
160.000E-3	304.267E-12	9.87291E-12	304.080E-12	9.90560E-12
162.000E-3	308.519E-12	9.67637E-12	308.545E-12	9.74094E-12
164.000E-3	312.571E-12	9.57783E-12	312.518E-12	9.56011E-12
166.000E-3	316.543E-12	9.37864E-12	316.797E-12	9.44329E-12
168.000E-3	320.432E-12	9.15297E-12	320.733E-12	9.09384E-12
170.000E-3	324.320E-12	8.97500E-12	324.706E-12	9.01266E-12
172.000E-3	327.887E-12	8.88560E-12	328.541E-12	8.91639E-12
174.000E-3	331.797E-12	8.80346E-12	331.969E-12	8.73644E-12
176.000E-3	335.269E-12	8.60562E-12	335.826E-12	8.64698E-12
178.000E-3	339.270E-12	8.55999E-12	339.401E-12	8.54327E-12
180.000E-3	342.535E-12	8.40212E-12	343.271E-12	8.38742E-12
182.000E-3	346.387E-12	8.34220E-12	346.830E-12	8.41234E-12
184.000E-3	349.740E-12	8.26577E-12	350.510E-12	8.30153E-12
186.000E-3	353.499E-12	8.19453E-12	354.088E-12	8.32199E-12
188.000E-3	356.520E-12	8.20371E-12	357.632E-12	8.11296E-12
190.000E-3	360.149E-12	8.14652E-12	361.037E-12	8.10123E-12
192.000E-3	363.315E-12	8.09917E-12	364.420E-12	8.02994E-12
194.000E-3	367.071E-12	8.06756E-12	367.643E-12	8.08774E-12
196.000E-3	370.552E-12	8.08934E-12	370.952E-12	8.03534E-12
198.000E-3	374.043E-12	7.98504E-12	374.284E-12	7.96883E-12
200.000E-3	377.549E-12	7.99838E-12	377.759E-12	8.02194E-12
202.000E-3	381.141E-12	8.08194E-12	381.111E-12	7.96897E-12
204.000E-3	384.492E-12	7.89419E-12	384.626E-12	8.02136E-12
206.000E-3	387.913E-12	7.85171E-12	387.848E-12	7.87578E-12
208.000E-3	390.797E-12	7.75006E-12	391.270E-12	7.77395E-12
210.000E-3	394.290E-12	7.69986E-12	394.409E-12	7.71220E-12
212.000E-3	397.417E-12	7.74704E-12	397.809E-12	7.69013E-12
214.000E-3	400.965E-12	7.83985E-12	401.187E-12	7.76623E-12
216.000E-3	404.107E-12	8.03636E-12	404.763E-12	7.95704E-12
218.000E-3	407.779E-12	8.12248E-12	408.211E-12	8.19494E-12
220.000E-3	410.986E-12	8.28626E-12	411.715E-12	8.29272E-12
222.000E-3	414.396E-12	8.29564E-12	415.555E-12	8.44104E-12
224.000E-3	417.659E-12	8.33996E-12	418.784E-12	8.36062E-12
226.000E-3	421.331E-12	8.26190E-12	422.637E-12	8.34012E-12
228.000E-3	424.830E-12	8.26005E-12	425.541E-12	8.34968E-12
230.000E-3	428.542E-12	8.23113E-12	429.438E-12	8.21396E-12
232.000E-3	432.029E-12	8.23300E-12	432.582E-12	8.21739E-12
234.000E-3	435.729E-12	8.17155E-12	436.353E-12	8.21698E-12
236.000E-3	439.463E-12	8.24228E-12	439.612E-12	8.28156E-12
238.000E-3	443.046E-12	8.20681E-12	443.416E-12	8.22418E-12
240.000E-3	446.645E-12	8.36832E-12	446.709E-12	8.36481E-12
242.000E-3	449.969E-12	8.39911E-12	450.156E-12	8.40005E-12
244.000E-3	453.552E-12	8.49128E-12	453.562E-12	8.49944E-12
246.000E-3	457.421E-12	8.48513E-12	457.192E-12	8.46479E-12
248.000E-3	460.799E-12	8.53058E-12	460.492E-12	8.51920E-12
250.000E-3	464.518E-12	8.51325E-12	464.484E-12	8.49543E-12
252.000E-3	467.784E-12	8.45376E-12	468.123E-12	8.55604E-12
254.000E-3	471.460E-12	8.35446E-12	472.136E-12	8.42084E-12
256.000E-3	474.933E-12	8.41346E-12	475.676E-12	8.52936E-12
258.000E-3	478.475E-12	8.35994E-12	479.407E-12	8.42427E-12
260.000E-3	482.163E-12	8.39414E-12	483.036E-12	8.35785E-12
262.000E-3	485.584E-12	8.34170E-12	486.451E-12	8.42711E-12
264.000E-3	488.991E-12	8.35428E-12	489.927E-12	8.28985E-12
266.000E-3	492.608E-12	8.39140E-12	493.155E-12	8.27759E-12
268.000E-3	496.242E-12	8.28937E-12	497.070E-12	8.39060E-12
270.000E-3	499.864E-12	8.16988E-12	500.191E-12	8.16577E-12
272.000E-3	503.304E-12	8.20541E-12	504.323E-12	8.25826E-12
274.000E-3	507.090E-12	8.21942E-12	507.526E-12	8.22346E-12
276.000E-3	510.413E-12	8.21001E-12	511.290E-12	8.26919E-12
278.000E-3	514.128E-12	8.09525E-12	514.327E-12	8.12503E-12
280.000E-3	517.371E-12	8.15108E-12	517.937E-12	8.14930E-12
282.000E-3	521.129E-12	8.18033E-12	521.082E-12	8.08417E-12
284.000E-3	524.214E-12	8.11207E-12	524.442E-12	8.18534E-12
286.000E-3	527.540E-12	8.10752E-12	527.875E-12	8.07820E-12
288.000E-3	530.971E-12	8.02322E-12	531.282E-12	8.07390E-12
290.000E-3	534.474E-12	7.99207E-12	534.612E-12	7.99203E-12
292.000E-3	537.994E-12	8.10520E-12	538.206E-12	7.96117E-12
294.000E-3	541.354E-12	8.11328E-12	541.690E-12	8.03965E-12
296.000E-3	544.958E-12	8.09370E-12	545.169E-12	8.17273E-12
298.000E-3	548.204E-12	8.13415E-12	548.441E-12	8.19787E-12
300.000E-3	551.692E-12	8.20793E-12	551.975E-12	8.22935E-12
302.000E-3	554.943E-12	8.15766E-12	555.334E-12	8.23451E-12
304.000E-3	558.644E-12	8.09780E-12	559.107E-12	8.20025E-12
306.000E-3	562.031E-12	8.07313E-12	562.444E-12	8.12153E-12
308.000E-3	565.530E-12	8.11626E-12	566.555E-12	8.08563E-12
310.000E-3	568.987E-12	8.06181E-12	570.002E-12	8.16469E-12
312.000E-3	572.525E-12	8.05409E-12	573.589E-12	8.17511E-12
314.000E-3	576.020E-12	8.16537E-12	576.998E-12	8.20358E-12
316.000E-3	579.397E-12	8.07286E-12	580.243E-12	8.16088E-12
318.000E-3	583.092E-12	8.20516E-12	583.714E-12	8.13927E-12
320.000E-3	586.185E-12	8.26097E-12	586.918E-12	8.21302E-12
322.000E-3	589.832E-12	8.29471E-12	590.483E-12	8.29057E-12
324.000E-3	593.327E-12	8.24628E-12	593.670E-12	8.38049E-12
326.000E-3	597.275E-12	8.35419E-12	597.248E-12	8.33516E-12
328.000E-3	600.960E-12	8.51966E-12	600.515E-12	8.37452E-12
330.000E-3	604.690E-12	8.44264E-12	604.076E-12	8.53862E-12
332.000E-3	608.083E-12	8.47201E-12	607.523E-12	8.56538E-12
334.000E-3	611.514E-12	8.44248E-12	611.236E-12	8.62575E-12
336.000E-3	615.064E-12	8.60017E-12	615.105E-12	8.56390E-12
338.000E-3	618.624E-12	8.67587E-12	618.931E-12	8.63111E-12
340.000E-3	622.022E-12	8.79299E-12	623.005E-12	8.88112E-12
342.000E-3	626.052E-12	9.02942E-12	626.717E-12	8.97164E-12
344.000E-3	629.879E-12	9.05041E-12	630.829E-12	9.05878E-12
346.000E-3	633.751E-12	9.14939E-12	634.938E-12	9.16862E-12
348.000E-3	637.581E-12	9.19601E-12	639.048E-12	9.32298E-12
350.000E-3	641.616E-12	9.43075E-12	642.868E-12	9.46911E-12
352.000E-3	645.804E-12	9.58100E-12	646.725E-12	9.53605E-12
354.000E-3	649.865E-12	9.58376E-12	650.609E-12	9.56684E-12
356.000E-3	654.014E-12	9.77137E-12	654.520E-12	9.68061E-12
358.000E-3	658.134E-12	9.74863E-12	658.652E-12	9.87669E-12
360.000E-3	662.270E-12	9.95803E-12	662.412E-12	9.87275E-12
362.000E-3	666.535E-12	9.96960E-12	666.630E-12	9.95460E-12
364.000E-3	671.101E-12	10.0192E-12	671.118E-12	10.0838E-12
366.000E-3	675.160E-12	10.1872E-12	675.012E-12	10.0042E-12
368.000E-3	679.616E-12	10.0405E-12	679.525E-12	10.2158E-12
370.000E-3	683.822E-12	10.1131E-12	683.470E-12	10.1187E-12
372.000E-3	688.088E-12	10.2772E-12	688.387E-12	10.2076E-12
374.000E-3	692.488E-12	10.3197E-12	692.510E-12	10.3396E-12
376.000E-3	696.609E-12	10.3551E-12	697.117E-12	10.3342E-12
378.000E-3	701.214E-12	10.3398E-12	701.340E-12	10.2987E-12
380.000E-3	705.254E-12	10.2662E-12	706.045E-12	10.3679E-12
382.000E-3	709.695E-12	10.2251E-12	710.417E-12	10.2244E-12
384.000E-3	713.657E-12	10.3344E-12	714.563E-12	10.2873E-12
386.000E-3	718.310E-12	10.1318E-12	718.780E-12	10.1155E-12
388.000E-3	722.373E-12	10.0850E-12	722.690E-12	9.93709E-12
390.000E-3	726.968E-12	9.87524E-12	727.628E-12	9.85407E-12
392.000E-3	731.077E-12	9.80836E-12	731.368E-12	9.77149E-12
394.000E-3	735.433E-12	9.55451E-12	736.274E-12	9.64973E-12
396.000E-3	739.718E-12	9.63151E-12	739.768E-12	9.52606E-12
398.000E-3	743.829E-12	9.42250E-12	744.320E-12	9.47034E-12
400.000E-3	747.839E-12	9.43550E-12	747.997E-12	9.45524E-12
402.000E-3	752.022E-12	9.36244E-12	752.141E-12	9.42229E-12
404.000E-3	755.902E-12	9.27516E-12	755.614E-12	9.33392E-12
406.000E-3	759.564E-12	9.25056E-12	759.984E-12	9.17723E-12
408.000E-3	763.559E-12	9.05706E-12	763.462E-12	9.16647E-12
410.000E-3	767.362E-12	9.09600E-12	767.266E-12	9.18281E-12
412.000E-3	771.222E-12	8.97503E-12	770.787E-12	8.92962E-12
414.000E-3	774.679E-12	8.83546E-12	774.923E-12	8.93626E-12
416.000E-3	778.360E-12	8.74287E-12	778.131E-12	8.87654E-12
418.000E-3	781.670E-12	8.80067E-12	782.286E-12	8.68639E-12
420.000E-3	786.046E-12	8.79499E-12	785.722E-12	8.73038E-12
422.000E-3	789.337E-12	8.70738E-12	790.041E-12	8.67934E-12
424.000E-3	793.563E-12	8.60494E-12	793.549E-12	8.73165E-12
426.000E-3	796.567E-12	8.70202E-12	797.791E-12	8.61670E-12
428.000E-3	800.990E-12	8.56601E-12	800.883E-12	8.72493E-12
430.000E-3	803.696E-12	8.54937E-12	805.129E-12	8.58327E-12
432.000E-3	808.577E-12	8.60285E-12	809.126E-12	8.52009E-12
434.000E-3	811.749E-12	8.49114E-12	812.759E-12	8.49522E-12
436.000E-3	816.033E-12	8.39995E-12	816.299E-12	8.42741E-12
438.000E-3	819.195E-12	8.22695E-12	819.872E-12	8.37730E-12
440.000E-3	822.719E-12	8.21022E-12	822.859E-12	8.22689E-12
442.000E-3	826.080E-12	8.30518E-12	826.515E-12	8.18433E-12
444.000E-3	829.825E-12	8.27415E-12	829.537E-12	8.19361E-12
446.000E-3	833.281E-12	8.31576E-12	833.329E-12	8.25227E-12
448.000E-3	836.497E-12	8.28793E-12	836.087E-12	8.26993E-12
450.000E-3	839.836E-12	8.28839E-12	840.076E-12	8.30890E-12
452.000E-3	843.350E-12	8.23345E-12	843.028E-12	8.19429E-12
454.000E-3	846.916E-12	8.40946E-12	846.937E-12	8.26309E-12
456.000E-3	850.579E-12	8.39935E-12	850.001E-12	8.35576E-12
458.000E-3	854.035E-12	8.40166E-12	853.746E-12	8.21394E-12
460.000E-3	857.569E-12	8.32112E-12	857.167E-12	8.27193E-12
462.000E-3	860.909E-12	8.20926E-12	860.799E-12	8.17019E-12
464.000E-3	864.422E-12	8.38883E-12	864.904E-12	8.32543E-12
466.000E-3	868.237E-12	8.32779E-12	868.602E-12	8.23170E-12
468.000E-3	871.900E-12	8.39322E-12	872.435E-12	8.16974E-12
470.000E-3	875.207E-12	8.25268E-12	875.751E-12	8.20682E-12
472.000E-3	878.738E-12	8.36041E-12	879.649E-12	8.28522E-12
474.000E-3	882.606E-12	8.28688E-12	882.952E-12	8.27013E-12
476.000E-3	885.869E-12	8.25817E-12	886.458E-12	8.28579E-12
478.000E-3	889.498E-12	8.13159E-12	889.918E-12	8.16403E-12
480.000E-3	893.059E-12	8.02086E-12	893.226E-12	8.09155E-12
482.000E-3	896.531E-12	7.87189E-12	896.749E-12	7.84101E-12
484.000E-3	899.995E-12	7.81206E-12	899.814E-12	7.82074E-12
486.000E-3	903.376E-12	7.58072E-12	902.775E-12	7.67147E-12
488.000E-3	906.829E-12	7.80511E-12	905.817E-12	7.53411E-12
490.000E-3	909.577E-12	7.59289E-12	908.734E-12	7.55580E-12
492.000E-3	913.068E-12	7.69126E-12	912.045E-12	7.65378E-12
494.000E-3	915.736E-12	7.85899E-12	915.397E-12	7.62567E-12
496.000E-3	918.971E-12	7.83158E-12	918.400E-12	7.79109E-12
498.000E-3	921.856E-12	7.64958E-12	922.061E-12	7.70359E-12
500.000E-3	925.603E-12	7.72632E-12	925.145E-12	7.64470E-12
