0.81472,-0.14798,5.547,3.6106,2.7983,2.0825,-0.336,-0.2,-0.008,0.23,0.012659,0.025662,0.037115,0.045755,5.3263,3.2319,2.259,1.3712
0.91338,-0.57749,6.9093,4.4682,3.4129,2.4882,-0.336,-0.2,-0.008,0.23,0.010314,0.021022,0.031356,0.039306,6.7322,4.1567,2.9598,1.8473
0.2785,-0.71176,12.838,8.3216,6.1374,4.2867,-0.338,-0.204,-0.016,0.22,0.0056983,0.011447,0.018048,0.02411,12.744,8.1493,5.8797,3.8587
0.96489,-1.3232,8.2228,5.2647,3.9644,2.8902,-0.336,-0.198,-0.004,0.234,0.008822,0.018226,0.027718,0.034997,8.0727,4.9983,3.5689,2.3153
0.95717,-0.80837,7.6171,4.8715,3.6899,2.6824,-0.336,-0.2,-0.008,0.23,0.0094523,0.019421,0.029347,0.036992,7.4543,4.5837,3.2676,2.073
0.14189,-0.9083,19.9,16.449,11.975,8.7552,-0.338,-0.202,-0.01,0.226,0.0041253,0.0061461,0.0095535,0.012541,19.851,16.362,11.849,8.5507
0.79221,-0.063629,5.3454,3.4765,2.7008,2.0197,-0.336,-0.2,-0.008,0.23,0.013185,0.026602,0.038232,0.047069,5.1157,3.0847,2.1453,1.2972
0.035712,-0.23699,7.9983,4.3831,2.7216,1.8357,-0.348,-0.226,-0.046,0.18,0.0081376,0.019204,0.03548,0.048391,7.8327,4.0187,2.1617,1.0899
0.67874,-0.38054,6.1293,3.9995,3.0587,2.2448,-0.338,-0.202,-0.012,0.226,0.011492,0.023135,0.034271,0.042633,5.9304,3.6527,2.5604,1.5618
0.39223,-0.54117,7.9396,5.3323,3.9589,2.7925,-0.338,-0.206,-0.016,0.218,0.0088914,0.017416,0.027091,0.035026,7.7914,5.0632,3.5635,2.1955
0.70605,-1.5208,8.8181,5.7597,4.3389,3.1655,-0.334,-0.198,-0.002,0.236,0.0083676,0.016807,0.025649,0.032598,8.6827,5.5181,3.9762,2.6331
0.046171,-1.4182,17.341,13.317,10.157,8.2744,-0.334,-0.196,0,0.24,0.0046811,0.0075131,0.011666,0.013682,17.29,13.22,10.014,8.0934
0.69483,-1.0727,9.4066,5.9397,4.4629,3.2231,-0.336,-0.2,-0.006,0.232,0.0076225,0.016141,0.024806,0.031719,9.2737,5.7021,4.1102,2.6924
0.034446,-0.88162,29.35,36.603,30.849,27.815,-0.338,-0.202,-0.012,0.224,0.0026068,0.0029212,0.0041099,0.0040094,29.329,36.569,30.806,27.755
0.76552,-0.3217,5.8495,3.8866,2.9874,2.2009,-0.336,-0.202,-0.01,0.228,0.012084,0.023869,0.035044,0.043476,5.6446,3.5313,2.478,1.5103
0.48976,-0.87087,9.756,6.6619,5.0017,3.5523,-0.338,-0.202,-0.01,0.226,0.0074917,0.014341,0.022194,0.028902,9.6374,6.4483,4.6848,3.0579
0.70936,-0.38534,6.1383,4.029,3.0784,2.2595,-0.338,-0.202,-0.01,0.226,0.011504,0.023011,0.034136,0.042429,5.9407,3.6843,2.5829,1.5791
0.6797,-0.54177,6.9828,4.5532,3.4467,2.5046,-0.338,-0.202,-0.012,0.226,0.010091,0.02048,0.030965,0.038856,6.8085,4.2451,2.999,1.8651
0.119,-0.78797,27.099,18.256,13.636,9.5123,-0.338,-0.204,-0.014,0.22,0.0028462,0.005544,0.0083697,0.011419,27.055,18.177,13.519,9.3154
0.34039,-0.65146,10.28,6.6549,4.99,3.476,-0.338,-0.206,-0.016,0.22,0.0069165,0.014078,0.021949,0.029065,10.164,6.4415,4.6725,2.9683
0.75127,-1.1701,9.2004,5.7451,4.3746,3.1588,-0.336,-0.198,-0.006,0.232,0.0078263,0.016721,0.025303,0.032373,9.0644,5.5026,4.0139,2.6209
0.69908,-0.17137,5.2471,3.4799,2.7003,2.0153,-0.336,-0.202,-0.01,0.228,0.013316,0.026397,0.03811,0.046958,5.0177,3.0879,2.1456,1.2914
0.54722,-1.353,10.378,6.7478,5.043,3.6408,-0.336,-0.198,-0.004,0.236,0.0071034,0.014409,0.022325,0.028792,10.261,6.5383,4.7285,3.1665
0.25751,-0.2502,4.7988,3.1552,2.3873,1.7733,-0.342,-0.212,-0.024,0.208,0.013976,0.027665,0.041061,0.05145,4.5444,2.7174,1.7755,1.0062
0.81428,-1.1883,8.8694,5.5711,4.2271,3.0565,-0.336,-0.198,-0.006,0.234,0.0081477,0.017193,0.026107,0.033299,8.7286,5.3204,3.8547,2.5052
0.34998,-1.262,13.435,8.6571,6.4501,4.6849,-0.336,-0.198,-0.004,0.234,0.0055798,0.011279,0.017695,0.022919,13.344,8.4935,6.2058,4.3075
0.61604,-0.82736,8.5641,5.7309,4.3299,3.1031,-0.336,-0.202,-0.01,0.228,0.0084587,0.016591,0.025318,0.032495,8.4266,5.4847,3.9666,2.5533
0.83083,-0.65147,7.2008,4.6735,3.5669,2.5965,-0.336,-0.2,-0.008,0.228,0.0098725,0.020169,0.030158,0.037862,7.0324,4.376,3.1325,1.9726
0.91719,-1.1218,8.3844,5.2542,4.0105,2.9067,-0.336,-0.2,-0.006,0.232,0.0085661,0.018147,0.027342,0.034717,8.2354,4.9897,3.6189,2.333
0.75373,-0.97319,8.764,5.5914,4.2074,3.0384,-0.336,-0.2,-0.008,0.23,0.0081733,0.017062,0.026116,0.03329,8.6223,5.3388,3.8339,2.4817
0.075854,-1.4861,18.546,12.684,9.0201,6.7616,-0.334,-0.196,0,0.242,0.0042618,0.0078616,0.01297,0.016689,18.485,12.571,8.8398,6.5334
0.77917,-0.10366,5.3688,3.4995,2.7192,2.031,-0.336,-0.2,-0.008,0.23,0.013104,0.026414,0.038006,0.046784,5.1408,3.1101,2.1667,1.3103
0.56882,-0.83348,8.8592,5.9972,4.5156,3.2175,-0.338,-0.202,-0.01,0.228,0.0082087,0.015869,0.024342,0.031513,8.7274,5.7608,4.1661,2.6833
0.33712,-1.316,13.054,8.6737,6.472,4.6855,-0.336,-0.198,-0.004,0.236,0.0056351,0.011268,0.017688,0.022971,12.963,8.5105,6.2278,4.3109
0.31122,-0.74058,12.592,8.0631,5.9612,4.1328,-0.338,-0.204,-0.014,0.222,0.005888,0.011736,0.018658,0.025017,12.494,7.8834,5.6935,3.6934
0.60198,-1.1577,10.29,6.4078,4.8673,3.5052,-0.336,-0.2,-0.006,0.232,0.0070977,0.015039,0.022936,0.029553,10.168,6.1896,4.542,3.0106
0.68921,-0.3956,6.2013,4.0519,3.0931,2.2695,-0.338,-0.202,-0.012,0.226,0.011368,0.022875,0.033969,0.042251,6.005,3.7091,2.5999,1.5907
0.083821,-1.2111,24.191,16.623,13.087,9.6627,-0.336,-0.198,-0.004,0.234,0.0032521,0.0061941,0.0089742,0.011588,24.141,16.54,12.974,9.4944
0.15238,-0.27361,5.8008,3.6428,2.6075,1.8643,-0.344,-0.216,-0.032,0.198,0.011366,0.023711,0.037718,0.048505,5.585,3.2459,2.035,1.1167
0.99613,-1.448,7.9908,5.1741,3.9038,2.8427,-0.336,-0.198,-0.004,0.236,0.0090757,0.018535,0.028112,0.03557,7.838,4.9033,3.5015,2.2621
0.10665,-0.05985,2.0852,1.5929,1.359,1.1904,-0.346,-0.216,-0.03,0.206,0.0289,0.049604,0.0639,0.086636,1.5369,0.86343,0.49306,0.2883
0.77491,-0.28698,5.769,3.8115,2.9365,2.1697,-0.336,-0.202,-0.01,0.228,0.012239,0.024327,0.035589,0.044043,5.5602,3.4503,2.4195,1.4735
0.084436,-0.94282,18.284,21.995,17.846,13.293,-0.338,-0.202,-0.01,0.226,0.0044472,0.0046608,0.0066603,0.0083779,18.248,21.933,17.76,13.16
